recordid	userid	session	trialNum	task	imgname	srounded	sangular	slinear	smovement	spoints	ssoft	srepeated	water	people	plants	food	animals	temperature	scenetype	movement	location	keywords	timetorespond	score	z	trials	timestamp	created_at	updated_at
547	9e6cd99660	1	2	gotpsi	j0178355	1.00	0.00	1.00	NULL	1.00	0.00	0.00	2.00	5.00	3.00	4.00	5.00	2.00	1.00	4.00	3.00	Light,Flower,Balloon,,	46	0_100	-0.42	1	2023-06-12 13:06:17	2023-06-12 13:06:17	2023-06-12 13:06:17
548	fff8c30e58	1	1	GotPsi	p149050	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	3.00	4.00	3.00	3.00	2.00	5.00	2.00	5.00	water,mountain,ice,,	37	0	0.69	1	2023-06-12 13:16:27	2023-06-12 13:16:27	2023-06-12 13:16:27
549	4b0d1303da	1	1	gotpsi	p189042	0.00	0.00	1.00	NULL	1.00	1.00	0.00	3.00	2.00	4.00	2.00	5.00	4.00	5.00	5.00	5.00	round spots,white,brown,eyes,	167	0	1.60	1	2023-06-12 20:08:48	2023-06-12 20:08:48	2023-06-12 20:08:48
550	4b0d1303da	1	2	gotpsi	400062	0.00	0.00	0.00	NULL	0.00	0.00	0.00	4.00	3.00	5.00	3.00	5.00	5.00	4.00	4.00	5.00	blue,air,vegetation,mountain,	145	0_100	-0.04	1	2023-06-12 20:11:25	2023-06-12 20:11:25	2023-06-12 20:11:25
551	1309e0c93b	1	1	gotpsi	p10001	1.00	1.00	1.00	NULL	0.00	0.00	0.00	3.00	1.00	5.00	2.00	3.00	3.00	5.00	5.00	5.00	Multiple,Wild,Beautiful,,	78	0	-0.46	1	2023-06-12 20:50:10	2023-06-12 20:50:10	2023-06-12 20:50:10
552	1309e0c93b	1	2	gotpsi	ph02874j	0.00	1.00	1.00	NULL	0.00	1.00	1.00	5.00	4.00	4.00	2.00	4.00	2.00	3.00	3.00	4.00	Bad,Hot,Trouble,,	26	0_100	0.92	1	2023-06-12 20:50:40	2023-06-12 20:50:40	2023-06-12 20:50:40
553	1309e0c93b	1	1	gotpsi	400031	1.00	1.00	0.00	NULL	1.00	1.00	0.00	1.00	3.00	2.00	4.00	3.00	3.00	2.00	4.00	4.00	Light,Fast,Hard,,	25	0	0.63	1	2023-06-12 20:52:42	2023-06-12 20:52:42	2023-06-12 20:52:42
554	1309e0c93b	1	1	gotpsi	j0289938	0.00	0.00	1.00	NULL	0.00	0.00	1.00	4.00	4.00	3.00	3.00	2.00	4.00	2.00	4.00	5.00	Ultra,Keg,Sauce,,	37	0	-1.33	1	2023-06-12 20:53:23	2023-06-12 20:53:23	2023-06-12 20:53:23
555	59b5d6e957	1	1	GotPsi	p8068	0.00	0.00	1.00	NULL	1.00	0.00	0.00	4.00	2.00	2.00	2.00	2.00	3.00	3.00	4.00	4.00	water,horizon,window,,	135	0	-0.51	1	2023-06-13 04:52:57	2023-06-13 04:52:57	2023-06-13 04:52:57
556	59b5d6e957	1	1	GotPsi	p10001	0.00	0.00	1.00	NULL	0.00	1.00	1.00	1.00	4.00	3.00	1.00	3.00	2.00	4.00	3.00	4.00	city,staty,people,,	228	0	0.34	1	2023-06-13 04:57:07	2023-06-13 04:57:07	2023-06-13 04:57:07
557	f519e5e8ad	1	1	gotpsi	p25052	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	1.00	1.00	1.00	2.00	3.00	5.00	4.00	5.00	blue,water,red,,	95	0	0.25	1	2023-06-13 05:34:57	2023-06-13 05:34:57	2023-06-13 05:34:57
558	f519e5e8ad	1	2	gotpsi	p29047	0.00	1.00	0.00	NULL	0.00	1.00	1.00	2.00	4.00	1.00	2.00	3.00	4.00	5.00	4.00	5.00	people,hot,busy,,	100	0_100	-0.61	1	2023-06-13 05:36:42	2023-06-13 05:36:42	2023-06-13 05:36:42
559	fff8c30e58	1	1	GotPsi	p170071	0.00	1.00	0.00	NULL	1.00	0.00	0.00	4.00	3.00	5.00	4.00	4.00	2.00	2.00	4.00	5.00	white,fluffy,repeated,,	51	0	-0.38	1	2023-06-13 12:56:54	2023-06-13 12:56:54	2023-06-13 12:56:54
560	fff8c30e58	1	1	GotPsi	400015	0.00	0.00	0.00	NULL	1.00	1.00	1.00	3.00	4.00	3.00	3.00	3.00	4.00	1.00	1.00	5.00	bicycle,green,wall,,	41	0	0.12	1	2023-06-13 12:58:23	2023-06-13 12:58:23	2023-06-13 12:58:23
561	551ffb1b22	1	1	gotpsi	400055	0.00	0.00	1.00	NULL	1.00	1.00	0.00	1.00	1.00	3.00	1.00	1.00	3.00	2.00	1.00	2.00	spiral,staircase,tree,,	122	0	-0.82	1	2023-06-13 13:35:13	2023-06-13 13:35:13	2023-06-13 13:35:13
562	551ffb1b22	1	2	gotpsi	400058	1.00	0.00	1.00	NULL	0.00	0.00	0.00	2.00	2.00	2.00	1.00	1.00	5.00	1.00	5.00	5.00	rocket,plane,mountain,sky,	103	0_100	1.07	1	2023-06-13 13:36:58	2023-06-13 13:36:58	2023-06-13 13:36:58
563	7d83126d79	1	1	GotPsi	400074	0.00	0.00	1.00	NULL	1.00	0.00	0.00	5.00	1.00	3.00	1.00	1.00	2.00	3.00	2.00	5.00	Bridge,Stone,Foliage,Pond,	70	0	0.26	1	2023-06-13 17:17:33	2023-06-13 17:17:33	2023-06-13 17:17:33
564	7d83126d79	1	1	GotPsi	400049	0.00	1.00	0.00	NULL	1.00	1.00	1.00	2.00	1.00	1.00	5.00	5.00	3.00	3.00	4.00	1.00	Snake,Cake,Goblet,Table,	75	0	-0.05	1	2023-06-13 17:19:03	2023-06-13 17:19:03	2023-06-13 17:19:03
565	65fc3500be	1	1	gotpsi	400007	1.00	0.00	0.00	NULL	0.00	1.00	0.00	2.00	2.00	5.00	2.00	5.00	3.00	2.00	1.00	5.00	green,sharp,furry,,	54	0	1.07	1	2023-06-13 23:31:35	2023-06-13 23:31:35	2023-06-13 23:31:35
566	65fc3500be	1	2	gotpsi	400042	1.00	0.00	1.00	NULL	0.00	1.00	0.00	1.00	4.00	1.00	1.00	4.00	3.00	1.00	5.00	4.00	wild,fun,brown,,	48	0_100	-0.64	1	2023-06-13 23:32:26	2023-06-13 23:32:26	2023-06-13 23:32:26
567	54e9c8b08d	4	1	GotPsi	p25052	0.00	1.00	1.00	NULL	1.00	0.00	0.00	4.00	2.00	2.00	2.00	2.00	4.00	3.00	4.00	4.00	Arcs,Multiple,Elevated,Rising,Curve	173	0	1.92	1	2023-06-14 01:49:25	2023-06-14 01:49:25	2023-06-14 01:49:25
568	54e9c8b08d	4	1	GotPsi	p31032	1.00	0.00	0.00	NULL	0.00	1.00	0.00	3.00	2.00	2.00	2.00	2.00	3.00	4.00	3.00	5.00	Height,Architecture,Structure,Formal,Steep	133	0	0.87	1	2023-06-14 01:51:52	2023-06-14 01:51:52	2023-06-14 01:51:52
569	59b5d6e957	1	1	GotPsi	p34054	0.00	1.00	1.00	NULL	0.00	0.00	1.00	4.00	3.00	2.00	2.00	2.00	2.00	4.00	3.00	4.00	rain,clouds,wet,,	103	0	0.92	1	2023-06-14 07:24:29	2023-06-14 07:24:29	2023-06-14 07:24:29
570	59b5d6e957	1	1	GotPsi	p1032	0.00	0.00	1.00	NULL	1.00	0.00	1.00	3.00	4.00	3.00	2.00	3.00	4.00	3.00	2.00	2.00	paint,hair,soft,,	348	0	1.36	1	2023-06-14 07:30:54	2023-06-14 07:30:54	2023-06-14 07:30:54
571	fff8c30e58	1	1	GotPsi	400078	0.00	0.00	0.00	NULL	0.00	1.00	1.00	4.00	4.00	4.00	3.00	3.00	4.00	1.00	2.00	5.00	night,lights,water,,	43	0	0.92	1	2023-06-14 13:39:17	2023-06-14 13:39:16	2023-06-14 13:39:16
